Sentimen,Komen
positive,terima kasih sby  ani yg tani beliau kontribusi yg indonesia 10 memimpinsemoga bahagia  sehat selaluamin
positive,caption ibudan kali baca captionnya langsung ajar bahasa inggris  terima kasih personal tdk kenal anie tp betapa bangga anak cucu didik generasi bangsa mandiri unggul  sehat  moga cinta kasih keluarga engkau tebar
positive,assalamualaikum hormat salam keluarga banda aceh bangga keluarga bahagia nya sikap etika perilaku keluarga sungguh bijaksana mas agus suami calon presiden beliau bangga salam hangat kenal keluarga ya bu darmanto rapi photo studio
positive,senang liat n bpk sby nikmat tua brsama cucu cinta  sehat trs ya memo n pepo  allah swt lindung memo n pepo n kel
positive,semangat mebangun indonesia yg maju jokowi
positive,artis kualitas wajah itulohhh kualitas bgt hihi cantik bangetsss top deh ga pake drama gimick idupnya hihi tajir tp sederhana
positive,mba via sptnya siyok kejam dunia artis an mudah2an tetep sabar tetep karya dg
positive,suka viaorg nya jujur kaga gimmick2an hidupnyahitam ya hitamputih ya putihkl ngomong blak2ankl ngga suka dy ngomong jd ga pura2gw banget sihapa ga munafiksprti ajar ortu gwjangan suka senyum kepalsuanga kaya artis yg onoh noh yg mulut lebar kya gorong2tukang ngibulmunfik bgt kl wartawan jg jawabnyaperilaku ama omong ga balance
positive,go a head via cuekin aja udah gaul dunia kerja masyarakat gaul ertong yg gatel bin sirik klo liat orang sukses anggep aja kuman gak bikin status neng bahan ngetawain nggak
positive,gagah kali abang borisq klo gk bc nmx bner2 gk ngeh klo it bang bor
positive,weewww bangga kali ak liat bang   pake baju adat karo syip
positive,bagus banget baju anti happy weding
positive,masyaallah  bagus banget
positive,gileee suaraaanyaa kereen parah sukak
positive,keren dr nyanyi asli
positive,kereeeeeeeeeeeeeeennn sampe merinding brrrrr
positive,yatuhan suaranyaaaaaaa bagus bangetttttttt
positive,keren suara super merdu coba audisi nyanyi bakat bs salur
positive,bagus drpd artis yg modal tampang doang pdhl suara jelek mending mas yg nyanyi emg dasar nasib org yak gk yg tau moga mas sukses
positive,dgrin sampe bulu kuduk saking bgusnya masyaallah apik bgt suara
positive,subhanallah getar hati dengar suara nya
positive,allah suara bagus banget cantik orang idam cowo
positive,bagusss suara tampil sesuai anak sekolah natural sesuai usia nya
positive,kerennnn suara bagus
positive,cantik polos liat bakat moga udah tenar gek selebgram ga kaya2 si mba novilda ya dek yg hilang arah tetap beginijangan cepat tumbuh dewasa asah bakat allah bless you both
positive,bagus iniii ga kaya yg pingin kenal rambut alus2in dlu muka makeup dl biar kamera keren hahaha kl bnr bnr liat lg lelah abis pulang sekolah
positive,ulang kali kali sampet gak percaya klo suara asli bagus bgt
positive,alhamdulillah kidz zaman niw yg karya wajar umur yg sok gede
positive,aduhh kerennnn suara enak  nge jazz2 gimanaa gtu  muka mah aja  ntr klo udh tenar muka ikut hahahahahaha  skill dlu nomer 1  batu abege jaman now
positive,kereeen nihenak bgt didengernyagak bosen puter ulang2daripada yg lipsing2 gajelas joget2 gtu
positive,waduuhhhkereeen bangeeet dedek2 emeesh
positive,klo sih yes bingitscoba ya seandaix anak2 video sprt gin video kreativ bagus dripda video mesumatau ngelem dll yg bau negativ bikin dosa maluin ortu
positive,bagussss  dandan natural ga permak kayak anak jaman now
positive,kereeeeennnn nyanyi santai banget
positive,polosssskerenga neko2 kayaknyajossss
positive,yesssssss  bagus bgt   kids jaman now yg yg diksh jempolllll
positive,wajah2 anak skul bgt yaakk mase alami bgt suka liat  lagu ma suara keren palg yg pake bando suara mantap
positive,keren suara dasar cantik tinggal poles dikit sinar
positive,bagi suara pas bngetpecah suara jg cakep
positive,keren bgt suaranyatinggal permak aja biar tmbh cantikviralkann
positive,kereeeennnnnn suaranyaaahh okkeehh ketjeeehh badaaiik ughllaaaallaa
positive,yes yes yeskirain lypsinc habis sih suaranyaeh pas dua2nya nyanyi bareng ngeh aslikereennn
positive,keren yg bakat ntar jg klo udah jd artis duit muka cemerlang
positive,keren min orang2 yg bakat kaya gin yg up publik
positive,kereeen bgt suara kyk gin kids jaman now
positive,mrinding bagus poll d jaga ya dek polos  jng smpek kyk si aw2 dkk
positive,kereenn sumpaah banget bagus
positive,ya ampun lakikny ganteng rini nya cantik mungil skrg
positive,suami swett liat syg bgt ma istri ganteng haaaaaaa  so swett smg langgeng sllu
positive,mbak rini hamil ya  selamat ya mbak moga kandung sehat aja  mbak rini  bahagia hamil  moga lancar proses salin
positive,kasi anak jgn sampek anak rusak jugak kek emaknya yaa
positive,kalo pasang cantik  ganteng suka deh liat
positive,hamil selamat ya mbak sandra moga hamil sehat  fit moga lancar prosesi salin udah calon nih
positive,ikut happysukakkk bgt sm nih couplesalah pasang sempurna gw
positive,lihat infotainment nikah wkt siap jelang nikah sandra dewi bilang klo calon suami ken banget cepat anak hbs meni krn suka anak sdh prepare program2 yg laku klo dlm wkt blm kasih anak but finallycongratssemoga lancar sehat trs sampe lahir
positive,keluarga terhumble sempurna sederhana engga sok kaya ga pnah manja pake pesawat jet pribadi kayak yg
positive,bunda maia cantik moga slalu sukses sehat trs ya cantik wajah cantik hati
positive,artis yg gue kaguminn nikah muda ga neko2 syg keluarga syg suami utama anak2 ga puyeng ama dunia hibur artisann tajirrr mampuss plus ga alayy ga aneh2 salutt ama niaa smiga slalu samawa yaa nia and famzz
positive, iya sih jujur fans nia aja pas tenar banget sinteronnya aja urus keluarga salut ama muda ya itungannya beda 23 t
positive,smnjk hbs nikah aura keluarr bgt suami jg kliatan syg nia nya kliatan gt tulusss sukak deh liat
positive,mngkin s mba nya marah2 krna ad kata2 yg ga enk dr yg komenwajar kl marahtoh it foto aj ko mba nya yg d bullysampe bawa2 fisik sgala ga bgus pinter2 mnyikapi medsos
positive,cantik banget yak anak cewe puyeng kali yak jagain nya
positive, iya mba ariel gak ganteng ariel kharisma yg tarik udah tua skrang keriput wajah ttp aja kharisma nya lelaki liat pancar bukti mama tante tergila2 ariel sa
positive,manusia harga kalo tulis yg tulis guna sakit hati orang ya tulis guna sosmed smart ya guys
positive,kalo liat   gaya apa ttp kliatan bagus suka lgu nya sukses trus kak
positive,bangat emasnyajadi salpok diemasnyatp sumpah lagu music nya keren bngatapalagi konsep mv nya ambil handelkan keren sayakalo denada taro kutang luar krn minim perestasitp kalo agnes wajarprestasi dunia fashion kalo artis indonesia unggulkrn berani gak cocok pake
positive,coba deh kritik2 bikin karya tau bagus kritik
positive,protes sihyang protes coba usaha dehjangan usaha pendek yabutuh go internationaljangan protesklau ken ya kaliam go international
positive,keren ga suka ma agnes tp suka ma lagu n jd suka jg ma y nyanyi santai lagu tp asyik
positive,bandingin lagu go internasional ngena gue seru enak didenger tumben agnes gak bumbu indonesia kaya batik gtu
positive,keren mba mba superman wkwkwk
positive,sumpah gua suka bgt lagu yg asik bgt dengernyaa
positive,enak banget mak lagu2 album suka yg inih sm beautiful mistake
positive,mantap gw suka bngt ama agneskarena dy artis yg talenta kaya dy ga pamer ky artis ygblaingw suka dy ga pamerkeren bngt
positive,enakk musik nyaa  lagi lhatt ka agnes nyaa dance kaya nyaa nyamaann enakk bgt tuh kayaa nyaa
positive,asik bgts dancenyaapa lg lagu mancappppp
positive,ganteng banget aura kenceng banget  diragukansemoga langgeng mami
positive,mami depe cantik banget awet muda ngga kalah sm nyanyi datang moga samawa 
positive,ganteng yesss mami cuco deh babang moga langgeng ya unchhh lope mami
positive,mbak dewi sabar keliahatannya keren moga langgeng
positive,pasang hidup ijk salut sih mami depe ga matre n neko2 yg single n cocok doi ajak rit ga kyk tetangga sblh saking matrenya suami org embat jg
positive,duda singgel ngak yg laki jaman setia tani dunia akhirat amin good luck dewi persil sehat slalu dlm karya
positive,muantepp gantengselamat tempuh hidup mg langgeng rumah tanggax bhagia n selladem ayem
positive,mb depe langgeng yo karo masnymb ibu ngefans bgt sm mb depe dri mb sm mas saiful dlu smpe2 blng jdi pembntuny gapapala ktnypgn bgt ktmu mb depe ibu dijambi mb
positive,dengar 2 yg sakit hati tenang jalanin aja pilih andah bahagia hati maju trus sukses pasang mu
positive,cakepganteng pacar dewi persikudah aja jgn ganti lg yaa dewi
positive,untung bella orang2 fokus ama komen laki coba kalo ngga model baju diceramahin ama netizen
positive,pasang suami istri yg normal romantisme istri yg tau ga umbar tp jaga yg suka umbar mesra iti banyak tutup nyata yg
positive,naksir ama cewek kyanya lembut banget kya bolu
positive,cewex cntik cowox mmmmhh hehe
positive,cewenya cantikk the power of tajir
positive,alhamdulillah ganteng babang emran ya  
positive,alhamdulillah   gak yg engku emran masyaallah ganteng anteng sabar sholeh nyanyang senyum cute baper dech
positive,cantik manis cewe nya  cocok aja
positive,cewenya manis cakep yg skrg dr yg kmrn ga jd
positive,yg lbh cantik sih hebat jg ni lakik ciwik nya cakep2 lho
positive,moga klo sma yg mhklo bella mh udah dapet yg pas
positive,moga ga putus ya ka bella udah bahagia banget tuh ga malu
positive,yaampun cantiikk bangett asli angguunn
positive, euum tuju sekaliii emang cantik wow  baik  pelihara hehe
positive,cantiik senyum maudy kusnaedi
positive,kisah jevin radhini rini gue jd ajar 1 jodoh jalan gue ngikutin dr gue nonton pas live the remix jevin ngomong pacar nonton nunjuk radhini gue jg nntn pas jevin luk radhini erat bgt backstage stlh lolos final liat jevin anak gentle tulus sayang allah maha pembolakbalik hati mei 15 jevin radhini pcrn sept 15 jevin rini dipasangin the remix des 15 final the remix jan 16 jevin radhini putus feb 16 jevin rini pcrn april 16 jevin ngelamar rini feb 17 jevin rini tunang mei 17 jevin rini nikah allah works in many ways allahs plan is better than our plan jevin yg dulunya berfikiran nikah umur 30 sangka umur 25 dlm pcrn 2 udah ngajakin anak orang nikah ah happy wedding soundwave bahagia
positive,arti jodohini bilang jodohcantik lahir batin kl ga jodoh pisah baik
positive,pingkan ni suara enak banget bindeng2 gimana gt cir khas gw merem denger suara gw udh langsung tauk
positive,hati buat ya  mbaa gigi hati luarbiasanya ajah sampe benci  cobaa sebutin heternya mbaa salah mba gigi laku  duhh ajah sukak sifatnyaaaaaaaaaaa
positive,suka banget banget nih ni artis gak neko neko lahir 1996
positive,alhamdulillahhh ngepost ayangnya ibel biarin deh damai isi dunia masing2 sdh pasang engga lg bilang ibel pho happy bday ibel
positive,kakak murid2ku msh ngajar sekolah internasional mihil anak cantik2 si bpk ramah bngt sepupu sekolah yg yg uang masuk aja 70 jtan lbhsiswa g tau skrg brp
positive, ka bella sholehah hasil cantik allah kasih jodoh
positive,mbak bela nikah dasar dasar agama mbak yg utama ya biar laki2nya dpt yg laki2 yg kaya raya yg nikahin mbak
positive,duh geulis kitu tinggal yg duuuhhhh hahaha jodoh allah kasih yg teeeh
positive,bu ameeel udah ga bankkangen bu amel yg cantikramahbaik ama kangen tenteng hihiii  nanya si mba bu amelnya pindah rumah lg hamil sehat2 yaa bu amelsalam annabel
positive,ambil positif aja mbak oma nan jalan mbak bilang gimana nggak oma langsung cerai udah pilih hidup gimana doa moga langgeng meni ibadah heheu 
positive,alesha arti nama  lindung allahaamiin yra ya nak
positive,moga anak nya bsok pas bangun langsung jd dewasa biar jodoh gede ntar cakep kek kakak fahri
positive,min mnta doa jg mudah lancar selamat lahir mei aamiin
positive,waaah hamil cantik cew kali yeee debay nya
positive,mba acha cantik banget banget banget  calon yg blm d kasih momong sm allah smoga segera ya
positive,gemulai momo bak putri keraton jawa moga satu maut yg pisah gbu
positive,asa kaya manggung kk    moga lancar cepat momong biar princess momo gak prince
positive,waaahhh sm dokter sigit ya dokter the best banget banget humble orgnya recomend banget yg program hamil
positive,ashanti bunda the best slalu belainsupport anak mskipun bkn ank kndung
positive,smua orng hak apa yg suka g mrugikan ornglain aurel dandan natural hak aurel pinter banget dandan kliatan cantiiik banget
positive,untung si aurel dpt sambung kaya ashanti  
positive,salut ma bunda    mskipun sambung tpi sellu jdi org yg plingbdpan mmbela aurel n azriel dri pra hatters
positive,keren ya ashanty segitu sayang anak nyapadahal anak kandung kandung aja blm orang hati kek bidadari tv tv untung banget aurel azriel tiri
positive,salut bunda   slalu yg trdpan lindung ankyhmngalahin kandung sndri yg cma diam ajjbt aurel pa yg slah pd dya jga manusia cipta allah klau dya lbh sgla yh dri yg suka nyinyiir mslh pnampilan brarti dh nasib tuuh orang g bsa sprti aurel yg lbh baek n bgs dri yg nyinyiiir
positive,tiri hebat ntr paling klo dah 20an awat skrg msh muda kasi klo paksa awat cm ya tutup mata tutup kuping skrg mah
positive, aurel cantik tau liat asli nya org sirik yg jelek jelek muka tente cantik muda aurel aurel foto nampak putib bilang suntik putih hitam bilang gk ra
positive, astagfirullah mbak tolong ucap jaga ya allah cipta manusia sempurna mbak ngomongnya kayak gitu aurel cantik wajar manusia kurang mbak ashanti wajar bain anak caper ya mbak sia
positive,aurel perempuan hebat bgt jadi zaman pipi mimi ny  depan mata ga anak bs strong kyk yg nyinyir iri krn aurel bs keluarga bahagia kyk skrg yg blg bunda ash lebay blm anak hati2 sayangkm jg perempuan jd bayangin anak yg jd korban bully
positive,ganteng klo ga salah managernya moga d lancar yaa
positive,muka insya allah jodoh dunia akhirat mbk   amiiii
positive,cantik banggeett ya kak depe  gk liat loh klo dy nikah msh gadis wajah nya cantik  moga lancar h kak depe bahagia dunia akhirat aammiinnn
positive,dadddd  moga dateng yaaa  papapapa luar moga sehat  saksi anakanaknya meni aamiin
positive,moga lancar nikah ayah lekas temu sehat apa
positive,moga aja nikah lancar y mb jgn larut sedih kl tiri gak yg kandung sj alas anak kandung larang sj udah balik istri pertama kl sibapak berrti cerita yaa
positive,yea polisi pinter hahahaha langsung belok sim nembak gatau rambu2 surat perintah yaelah lu pikir rumah lu geledah
positive,nikah baguass deh smoga kelak jd kluarga yg samawa
positive,lucu suara kak abbey cantik kayak orang nya  haru
positive,ketemu mba artika sari disesemall jakartaampunnn ayuneemana semampaimurah senyummmcakep pis
positive,bener pepatah yess buah jatuh gak pohon nya cantik nya dapet mama suara bagus pinter nyanyi darah seni papa nya  generasi hebat
positive,bahagia anak cantik bakat syukur bnr titip indah
positive,moga sehat rezeki yg berlimpaah
positive,moga sehat murah rejekinya ya
positive,pria setia kerja keras tdk malu pilihpilih cari nafkah kebalikanbeda bgt kenal mentang2 ganteng milih nganggur ketimbang jd ojol udh gitu istri diselingkuhin kalo mau
positive,doa istri anak serta bang lelaki yg tanggung karna kalo laki2 tanggung otomatis sayang dgn anak istri beda dgn sayang yg tanggung
positive,ya allah bahagia gak dgn yg mewah sederhana aj deh bahagia komunikasi dgn keluarga
positive,cari rejeki utk keluarga yg tdk kenan tolong keras
positive,salut banting tulang hidup keluargayg duduk bangku empukpakai ac merampokyg milih rakyat jelata
positive,amin smg lancar n mudah rejeki nya jd inget suami sy jg gojek srg nlp nanyain anak istri nya udah mkn blm pdhl mgkn sempet mkn ngga hujan2an n panas2an tp ga penh keluh sempat komunikasi n ttp keep in touch sela2 sibuk bangga n ttp juang y ms gojek krn anak n istri doa yg baik
positive,respect istri n anak2 nya yg tunggu sabar rumah insya allah allah swt jaga nya
positive,lakilaki beneran juang unt anak istri bahagia istri insyaallah dunia rejeki yg ga disangkasangka akherat surga kelak amiin
positive,bangga suami yg istri sela apa profesi kau juara sehat gojek moga lacar rejekimu amiiin
positive,apaoun kerja yg halal u tuk nafkah keluarga  semangat
positive,gojek mayoritas pegangguran gak kerja trus putus asaa tibatiba lapang kerja gak pake ijasah sungguh lapang kerja bantu
positive, asli cantik ayu loh mbak krn temu langsung sembak ramah sombong mantan2 yg hhe maaf nimbrung kalo makeup natural krn sembak tonjol wa
positive, suami umur mba tua alhamdulillah suami gak kekanak kana hehe
